Start,End,Antecedent,Consequent,Support,Confidence,Lift
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,1821,0.96,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0}",Flow Duration=bin0,1888,0.99,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2504,0.99,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2503,0.99,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2431,0.96,2.37
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,1887,1.00,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Bwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,1886,1.00,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0}",Total Backward Packets=bin0,2490,0.98,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Backward Packets=bin0}",Total Fwd Packets=bin0,2490,0.98,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0}",Total Backward Packets=bin0,2489,0.98,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,2489,0.98,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,2417,0.96,2.37
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,2417,0.96,2.37
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,1870,0.98,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,1870,0.98,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443}",Total Backward Packets=bin0,214,1.00,27.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,1821,0.96,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,1911,1.00,3.12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Idle Mean=bin0}",Total Backward Packets=bin0,193,0.99,30.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin0}",Total Backward Packets=bin0,190,0.99,31.27
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,191,0.99,31.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,1906,1.00,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,1839,0.96,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,1910,1.00,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,2522,1.03,2.44
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,2504,0.99,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,2503,0.99,2.36
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,2431,0.96,2.37
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,1887,1.00,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,1886,1.00,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2479,0.99,2.38
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,2479,0.99,2.38
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,2478,0.99,2.39
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2478,0.99,2.39
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443}",Total Fwd Packets=bin0,214,1.00,27.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, SYN Flag Count=1, Idle Mean=bin0}",Total Fwd Packets=bin0,189,0.99,31.43
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Fwd Packets=bin0,1821,0.96,3.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Idle Mean=bin0}",Total Fwd Packets=bin0,1911,1.00,3.12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Idle Mean=bin0}",Total Fwd Packets=bin0,193,0.99,30.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin0}",Total Fwd Packets=bin0,190,0.99,31.27
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,191,0.99,31.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,1906,1.00,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,1839,0.96,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,1910,1.00,3.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Fwd Packets=bin0,210,0.98,27.91
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Total Fwd Packets=bin0}",Total Backward Packets=bin0,210,0.98,27.91
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Active Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",ACK Flag Count=1,235,1.02,2.40
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,189,0.98,30.94
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Destination Port=443, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,189,0.98,30.94
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0}",Total Fwd Packets=bin0,2522,1.03,2.44
2017-07-07 03:30:00,2017-07-07 04:00:00,"{SYN Flag Count=1, Total Length of Bwd Packets=bin0}",ACK Flag Count=1,234,0.99,2.33
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",ACK Flag Count=1,217,0.94,2.23
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",ACK Flag Count=1,233,0.99,2.33
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,233,1.00,25.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,232,1.00,25.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,16,0.94,351.29
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,233,1.00,25.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,232,1.00,25.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Flow Duration=bin4, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,16,0.94,351.29
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",ACK Flag Count=1,25,1.79,4.22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, SYN Flag Count=1, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,231,0.99,25.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, SYN Flag Count=1, Total Length of Bwd Packets=bin0, Total Fwd Packets=bin0}",Total Backward Packets=bin0,231,0.99,25.63
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,183,0.97,31.60
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,217,0.94,25.97
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,217,0.94,25.97
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0}",Total Fwd Packets=bin0,117,0.94,48.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Fwd Packets=bin0,116,0.97,49.77
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Fwd Packets=bin0,109,0.98,53.80
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,116,0.99,51.04
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,116,0.98,50.61
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,115,1.05,54.29
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,115,0.99,51.48
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4}",Total Fwd Packets=bin0,164,0.98,35.55
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4}",Total Fwd Packets=bin0,154,0.99,38.28
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4}",Total Backward Packets=bin0,156,0.95,36.41
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Total Fwd Packets=bin0}",Total Backward Packets=bin0,153,0.99,38.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,118,0.95,48.16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,110,0.96,52.39
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,110,0.92,49.77
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",Total Length of Fwd Packets=bin0,143,10.21,10.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,165,0.98,35.55
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,166,0.99,35.55
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,155,0.99,38.28
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,163,0.99,36.19
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,15234,1.00,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,15272,1.00,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,15275,1.00,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,15264,1.00,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,15098,0.99,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Backward Packets=bin0, Flow Duration=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,15098,1.00,1.23
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,481,0.97,37.52
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,416,0.97,43.09
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,416,1.00,44.54
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443, Total Backward Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,413,0.97,43.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Bwd Packets=bin0, Destination Port=443, Idle Mean=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,337,1.00,54.95
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin1}",Total Backward Packets=bin0,15,0.94,1160.75
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,481,0.97,37.52
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Destination Port=443, Total Fwd Packets=bin0}",Total Length of Bwd Packets=bin0,455,0.97,39.60
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,455,0.97,39.60
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,416,0.97,43.09
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,416,1.00,44.54
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,413,0.97,43.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Active Mean=bin0, Destination Port=443, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,402,0.97,44.64
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin0, Flow Duration=bin0}",Total Length of Bwd Packets=bin0,337,0.96,52.76
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,337,1.00,54.95
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,479,1.00,38.61
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,479,0.97,37.52
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,479,1.00,38.61
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443, Total Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,473,0.97,38.14
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Active Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,461,0.97,39.10
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin1}",Total Fwd Packets=bin0,15,0.94,1160.75
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,419,0.98,43.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,419,0.98,43.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Idle Mean=bin1}",Total Length of Bwd Packets=bin0,15,0.94,1160.75
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,475,1.00,38.94
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,487,1.00,38.06
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0}",Destination IP=172.16.0.1,2867,79.64,515.89
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0}",Flow Duration=bin0,7158,198.83,515.89
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,10407,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,10407,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,9659,1.00,1.92
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,7174,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,7174,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,7191,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,7164,1.00,2.59
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,10380,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,10380,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,9632,1.00,1.92
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,7147,0.99,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,7147,0.99,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,7164,0.99,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,7164,0.99,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",Total Fwd Packets=bin0,7137,0.99,2.59
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,7137,0.99,2.59
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",Idle Mean=bin0,6902,0.96,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,6902,0.96,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,6902,0.96,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,9669,268.58,515.89
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",Total Length of Bwd Packets=bin0,10407,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Fwd Packets=bin0,10407,1.00,1.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Length of Bwd Packets=bin0,7174,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin0}",Total Fwd Packets=bin0,7174,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,7191,1.00,2.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,7164,1.00,2.59
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,10369,1.00,1.79
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Fwd Packets=bin0,10369,1.00,1.78
