Start,End,ClosedPattern,Support
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",34627
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0}",710
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",2136
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",161
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",410
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",212
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",515
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",1211
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",1207
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",1656
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",162
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",508
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",115
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",158
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin4}",2228
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2199
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",285
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",194
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin3, Total Length of Fwd Packets=bin0}",314
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin3, Total Length of Fwd Packets=bin0}",2963
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",39
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",115
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",111
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",157
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",282
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",31
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",205
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",276
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",414
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",2689
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",2654
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",3384
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin1, Total Fwd Packets=bin0, Active Mean=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",110
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",415
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",26018
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",4346
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2471
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",4344
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",4292
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0}",25910
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0}",25851
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0}",25957
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",34627
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",34102
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",6237
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",27
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Fwd Packets=bin0}",25863
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",37308
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",41
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",24
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",653
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",591
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",791
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",42
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",47
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",712
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",704
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",675
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",785
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",19
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",841
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",643
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3380
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3607
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",13
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",23
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",36
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",103
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",102
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2469
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",2463
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",276
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",26
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",45
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",203
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",200
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",185
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2666
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",24
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2654
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",8128
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3066
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",25969
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",25860
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",26020
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",25911
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",25852
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",25958
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",37278
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0}",25938
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",34596
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0}",25832
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",2458
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",34071
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",25829
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25894
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",4345
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",4342
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",4290
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25832
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25879
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25820
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4}",2229
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Backward Packets=bin0}",2200
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1}",2686
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0}",26020
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",4589
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",4581
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",4532
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",25911
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0}",25852
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0}",25958
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0}",34628
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0}",34218
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0}",25864
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Backward Packets=bin0}",37310
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443}",792
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",713
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",707
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Backward Packets=bin0}",782
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0}",276
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",25970
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",25861
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination IP=192.168.10.19, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.19, Total Length of Bwd Packets=bin0}",28
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Destination IP=192.168.10.19, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination IP=192.168.10.19, Total Length of Bwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.17, Total Length of Bwd Packets=bin0}",73
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.19, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",12
