Start,End,Antecedent,Consequent,Support,Confidence,Lift
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin3, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,28,0.93,2205.73
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2538,0.97,25.26
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,426,0.98,152.47
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2528,1.00,26.07
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination IP=172.217.10.2, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Destination Port=443,17,0.94,23.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2263,0.97,28.49
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,1860,0.98,34.70
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Total Backward Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,1860,0.98,1.19
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,1860,0.98,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2633,1.00,25.02
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2554,0.97,25.08
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,1860,0.98,34.70
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Bwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2}",Total Backward Packets=bin0,181,0.92,335.90
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Length of Bwd Packets=bin0, Destination Port=443, Idle Mean=bin2}",Total Backward Packets=bin0,204,0.95,307.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,440,0.98,147.71
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,420,0.97,152.12
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,240,0.97,267.90
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2543,1.00,25.92
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2509,0.99,25.98
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,430,0.99,152.47
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin1, Idle Mean=bin0}",PSH Flag Count=1,17,0.94,3.13
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0, Total Length of Fwd Packets=bin1}",Total Backward Packets=bin0,36,0.97,1788.43
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin2}",Destination Port=443,210,1.00,24.75
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin4, Destination Port=443, Idle Mean=bin2}",PSH Flag Count=1,184,0.92,3.03
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2}",PSH Flag Count=1,179,0.93,3.09
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Destination Port=443, Idle Mean=bin2}",Flow Duration=bin4,179,0.98,21.94
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin1}",Destination Port=443,38,0.97,24.23
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin1}",Destination Port=443,34,0.97,24.16
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,414,0.91,3.00
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,407,0.92,3.04
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, PSH Flag Count=1, Destination Port=443}",Idle Mean=bin0,1146,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Backward Packets=bin0, PSH Flag Count=1, Destination Port=80}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, PSH Flag Count=1, Destination Port=80}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,14516,1.00,4.56
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,14516,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=80, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=80, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,14516,1.00,4.56
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Destination Port=80, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,14516,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80}",Total Backward Packets=bin0,14524,1.00,4.55
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Backward Packets=bin0, Destination Port=80}",Flow Duration=bin0,14079,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Total Backward Packets=bin0,14400,0.99,4.56
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0, Destination Port=80}",Idle Mean=bin0,14400,0.99,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0, Destination Port=80}",Flow Duration=bin0,14067,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Total Backward Packets=bin0,14519,1.00,4.55
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Backward Packets=bin0, Destination Port=80}",Idle Mean=bin0,14519,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Total Backward Packets=bin0,14078,1.00,4.70
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, PSH Flag Count=1, Total Backward Packets=bin0, Destination Port=80}",Idle Mean=bin0,14078,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80, Idle Mean=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,14078,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=80}",Total Backward Packets=bin0,14518,1.00,4.56
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Destination Port=80,14518,207.40,444.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Destination Port=80,14521,242.02,518.78
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Destination Port=80}",Idle Mean=bin0,14527,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=80}",PSH Flag Count=1,109,0.93,3.09
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=80}",Flow Duration=bin0,14080,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Destination Port=80}",Idle Mean=bin0,14510,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Destination Port=80}",Idle Mean=bin0,14534,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Flow Duration=bin0,14083,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Flow Duration=bin0,14071,0.97,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1}",Flow Duration=bin0,18711,0.94,1.16
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",PSH Flag Count=1,483,0.92,3.05
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin0}",Flow Duration=bin0,18875,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1}",Idle Mean=bin0,19647,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1}",Idle Mean=bin0,18810,1.01,1.22
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Flow Duration=bin0,18810,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Destination IP=23.15.4.8, Total Length of Fwd Packets=bin0}",PSH Flag Count=1,12,0.92,3.06
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin1, Total Length of Fwd Packets=bin0}",PSH Flag Count=1,19,0.95,3.15
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",PSH Flag Count=1,16,0.94,3.12
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",Destination Port=443,205,1.00,24.75
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2}",PSH Flag Count=1,179,0.91,3.03
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,400,0.91,3.00
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,395,0.92,3.04
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Idle Mean=bin0,19680,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",PSH Flag Count=1,133,0.92,3.06
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0}",PSH Flag Count=1,476,0.92,3.06
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,18845,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Idle Mean=bin0,18681,0.99,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,18681,0.95,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Idle Mean=bin0,19609,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",PSH Flag Count=1,131,0.92,3.06
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Flow Duration=bin0,18778,0.95,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Destination IP=119.205.194.11,95,1.58,1102.87
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",PSH Flag Count=1,130,0.92,3.03
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin1,130,2.17,1102.87
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin2,199,3.32,197.37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,19893,1.00,3.32
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Destination Port=443, Idle Mean=bin2}",Total Backward Packets=bin0,199,0.97,322.79
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, PSH Flag Count=1, Flow Duration=bin4}",Total Backward Packets=bin0,645,0.98,100.11
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4}",Total Backward Packets=bin0,640,0.98,100.87
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Destination Port=443}",Total Backward Packets=bin0,1735,0.99,37.58
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, PSH Flag Count=1, Flow Duration=bin4, Destination Port=443}",Total Backward Packets=bin0,384,0.96,165.43
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443}",Total Backward Packets=bin0,1497,0.98,43.53
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,18671,0.99,3.52
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,18671,0.94,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Idle Mean=bin0,19652,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,19652,1.00,3.36
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin1, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,130,0.98,497.53
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,18836,1.00,3.51
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,18836,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,19796,1.00,3.34
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Destination Port=443}",Total Backward Packets=bin0,1664,0.96,37.99
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,388,0.90,2.99
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, PSH Flag Count=1}",Flow Duration=bin0,18677,0.94,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0}",Idle Mean=bin0,19658,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0, PSH Flag Count=1}",Flow Duration=bin0,18838,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, PSH Flag Count=1}",Idle Mean=bin0,19590,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, PSH Flag Count=1}",Total Backward Packets=bin0,19695,0.99,3.34
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0}",Total Backward Packets=bin0,19892,1.00,3.33
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, PSH Flag Count=1}",Total Backward Packets=bin0,35,0.97,1838.11
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1}",Total Backward Packets=bin0,644,0.99,101.96
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, PSH Flag Count=1}",Flow Duration=bin0,18836,0.95,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4}",Total Backward Packets=bin0,651,0.97,98.91
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Destination Port=443}",Total Backward Packets=bin0,1669,0.99,39.11
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,19690,1.00,3.36
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,474,0.98,136.72
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,473,0.98,137.00
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,18865,1.00,3.51
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,18865,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,18704,0.99,3.52
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0}",Idle Mean=bin0,18704,0.99,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,18704,0.95,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,19620,1.00,3.37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1}",Total Backward Packets=bin0,18799,1.00,3.54
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,18837,0.95,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,18676,0.94,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,19883,1.00,3.33
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,18834,1.00,3.51
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Total Backward Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,18834,0.95,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,19694,0.99,3.34
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,19644,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,18835,1.00,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,18835,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Idle Mean=bin0,19578,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,401,0.90,2.99
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",PSH Flag Count=1,394,0.91,3.03
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Fwd Packets=bin0}",Idle Mean=bin0,19696,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin2, PSH Flag Count=1, Total Fwd Packets=bin0}",Idle Mean=bin0,196,0.96,1.16
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0}",PSH Flag Count=1,477,0.90,2.98
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0}",PSH Flag Count=1,476,0.92,3.04
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Idle Mean=bin0, Total Fwd Packets=bin0}",Flow Duration=bin0,18867,0.96,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Flow Duration=bin0, Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1}",Idle Mean=bin0,18706,0.99,1.21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, PSH Flag Count=1}",Flow Duration=bin0,18706,0.95,1.18
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Fwd Packets=bin0}",Idle Mean=bin0,19627,0.99,1.20
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, PSH Flag Count=1, Total Fwd Packets=bin0}",Flow Duration=bin0,18805,0.95,1.17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Total Fwd Packets=bin0}",Total Backward Packets=bin0,19936,1.00,3.32
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Flow Duration=bin2, PSH Flag Count=1, Total Fwd Packets=bin0}",Total Backward Packets=bin0,204,1.00,322.79
2017-07-07 03:45:00,2017-07-07 04:15:00,"{PSH Flag Count=1, Flow Duration=bin4, Total Fwd Packets=bin0}",Total Backward Packets=bin0,658,0.99,99.81
2017-07-07 03:45:00,2017-07-07 04:15:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1}",Total Backward Packets=bin0,646,0.98,100.87
